names,scores,logfoldchanges,pvals,pvals_adj,Cell_Type,n_tumor,n_normal
KLK1,6.3599405,2.3816974,2.0183177005199718e-10,4.159977038293942e-09,B Cells,7021,3753
CSNK1G2,6.331264,1.4714575,2.4316113308078997e-10,4.983425544682649e-09,B Cells,7021,3753
CHORDC1,6.3279285,0.6311476,2.4847385691952775e-10,5.085103586660038e-09,B Cells,7021,3753
CNPY2,6.298615,1.5778629,3.0031719655502466e-10,6.102934714823949e-09,B Cells,7021,3753
ARPP19,6.282287,0.76334673,3.3362802379586755e-10,6.741988654053641e-09,B Cells,7021,3753
HDGF,6.21513,1.480512,5.12822616901678e-10,1.0248660834185605e-08,B Cells,7021,3753
PURA,6.1812487,1.2866218,6.359651191326902e-10,1.2587933390876737e-08,B Cells,7021,3753
PHPT1,6.123317,0.8982564,9.164733009783257e-10,1.7943778338099316e-08,B Cells,7021,3753
PTEN,6.1119623,1.0392636,9.84134565567216e-10,1.9216522306601954e-08,B Cells,7021,3753
HEBP2,6.0681477,1.4678928,1.2939407589105616e-09,2.516401725897435e-08,B Cells,7021,3753
LARP1,6.0595365,1.2250897,1.3651424030414242e-09,2.647754079035706e-08,B Cells,7021,3753
ECH1,5.9816456,0.71382385,2.2089419820201833e-09,4.2445128204316114e-08,B Cells,7021,3753
NAA10,5.9806805,1.3672538,2.222075079928107e-09,4.264085455103419e-08,B Cells,7021,3753
CD70,5.929617,1.2939825,3.036425709338555e-09,5.75806600110348e-08,B Cells,7021,3753
GABPB1,5.9229336,1.143285,3.162487321931794e-09,5.989270819506692e-08,B Cells,7021,3753
ANP32E,5.9207263,0.70874286,3.205228005576883e-09,6.062280263096983e-08,B Cells,7021,3753
SEL1L3,5.919283,0.55924344,3.23347981881355e-09,6.107731005014786e-08,B Cells,7021,3753
ALYREF,5.900257,1.9458593,3.6293503930552937e-09,6.811033831013884e-08,B Cells,7021,3753
SNRPN,5.885555,0.51121056,3.967206928119209e-09,7.397102711721242e-08,B Cells,7021,3753
TFF3,5.8778186,4.0093946,4.157084316596838e-09,7.731215035583502e-08,B Cells,7021,3753
CBWD5,5.8404365,1.7102993,5.206419843281512e-09,9.584184314559822e-08,B Cells,7021,3753
ISG15,5.8150105,0.75890553,6.063010992150105e-09,1.1048577587584367e-07,B Cells,7021,3753
TSPAN33,5.80155,1.1620382,6.5704818033117375e-09,1.191332095389944e-07,B Cells,7021,3753
STK24,5.7887783,1.2377064,7.090028899937532e-09,1.280719452599203e-07,B Cells,7021,3753
IGHG2,5.7627378,1.4684852,8.276043426296268e-09,1.489379009142795e-07,B Cells,7021,3753
ELK4,5.7397137,1.4589437,9.483681267481421e-09,1.6961604976413928e-07,B Cells,7021,3753
KLF13,5.735153,1.0395718,9.742436742697411e-09,1.7381420127014653e-07,B Cells,7021,3753
TMEM259,5.723253,0.6487688,1.0450373883711945e-08,1.85757321527553e-07,B Cells,7021,3753
MIS18BP1,5.688348,0.5619121,1.2827449352664339e-08,2.2717302898861727e-07,B Cells,7021,3753
HSPB1,5.6881137,0.6504149,1.2845037769449142e-08,2.272064199097306e-07,B Cells,7021,3753
SHISA8,5.674689,4.3296623,1.3894115179119738e-08,2.445668522222427e-07,B Cells,7021,3753
DUS1L,5.65342,1.694996,1.5728637473835986e-08,2.758517037684035e-07,B Cells,7021,3753
SLC5A3,5.635051,1.3375039,1.750067105445131e-08,3.061876777350133e-07,B Cells,7021,3753
RSBN1L,5.6290956,0.5222886,1.811568336788394e-08,3.1618313950532294e-07,B Cells,7021,3753
CAPNS1,5.5988035,1.4013281,2.1583637875751262e-08,3.72665461126784e-07,B Cells,7021,3753
RAB4B,5.573969,2.5963647,2.490002777771387e-08,4.278842065507624e-07,B Cells,7021,3753
HECA,5.560417,1.545501,2.6913065632484685e-08,4.619278133290877e-07,B Cells,7021,3753
GSTO1,5.55728,0.694918,2.740105764558584e-08,4.691904178390314e-07,B Cells,7021,3753
TP53INP1,5.5394344,0.7407185,3.034499129080563e-08,5.183727024635971e-07,B Cells,7021,3753
EIF2AK2,5.5219593,0.97260123,3.352401799747217e-08,5.720035570818689e-07,B Cells,7021,3753
U2AF1,5.5158157,2.903019,3.471660127391634e-08,5.911221238150953e-07,B Cells,7021,3753
TNFSF9,5.5155363,1.1802739,3.4771834531245256e-08,5.912029069713132e-07,B Cells,7021,3753
RBM6,5.50293,0.5764687,3.7353014797002266e-08,6.328580457819974e-07,B Cells,7021,3753
SNHG25,5.4882703,4.0114245,4.058891123553209e-08,6.828848333336208e-07,B Cells,7021,3753
EIF3J,5.479152,0.66197276,4.273687100446082e-08,7.165235070261224e-07,B Cells,7021,3753
PMF1,5.4665885,2.812746,4.587791440358833e-08,7.656373050813374e-07,B Cells,7021,3753
MAP3K2,5.4558096,0.81953114,4.875020253474849e-08,8.107662993968689e-07,B Cells,7021,3753
KMT2A,5.447205,0.7253259,5.1167395200813884e-08,8.490149554593762e-07,B Cells,7021,3753
ORMDL1,5.438887,0.6115421,5.3614440904484976e-08,8.865683947965636e-07,B Cells,7021,3753
MXD4,5.434879,1.9093417,5.483362143818041e-08,9.046609676043698e-07,B Cells,7021,3753
ANKRD11,5.4267397,0.58581764,5.7392787594839334e-08,9.436548223974208e-07,B Cells,7021,3753
IER3IP1,5.3075337,1.7966743,1.1111852007888455e-07,1.7804804728918942e-06,B Cells,7021,3753
MAZ,5.3073254,1.0847989,1.1124537407327071e-07,1.7805412803829135e-06,B Cells,7021,3753
PSMA3-AS1,5.3039904,0.9994914,1.1329823607114032e-07,1.8113946715064412e-06,B Cells,7021,3753
BRD4,5.2885437,0.58298033,1.232940889827609e-07,1.9646940236691273e-06,B Cells,7021,3753
ZC3H11A,5.2695436,1.4143733,1.3676317750972937e-07,2.167389283010158e-06,B Cells,7021,3753
LENG8,5.2451935,1.1147661,1.5611826441348273e-07,2.4579708028277276e-06,B Cells,7021,3753
UBE2S,5.238676,0.5818762,1.61732515060077e-07,2.540833616074109e-06,B Cells,7021,3753
VKORC1,5.2339435,2.8265226,1.6593134418102193e-07,2.603970302554454e-06,B Cells,7021,3753
CYLD,5.2180057,0.7057946,1.808599481556005e-07,2.8290406376901445e-06,B Cells,7021,3753
HNRNPH2,5.207903,1.2285603,1.9098692632399763e-07,2.9810030603904225e-06,B Cells,7021,3753
PPP1R35,5.188022,1.4568533,2.1253934218763028e-07,3.306700797970777e-06,B Cells,7021,3753
MIDN,5.180263,0.5677278,2.2157332514342662e-07,3.4361676757773204e-06,B Cells,7021,3753
NUDT3,5.1564684,0.9754473,2.5165067802461285e-07,3.869430032240301e-06,B Cells,7021,3753
RCC2,5.1562443,1.6132667,2.519521444853287e-07,3.869952843480065e-06,B Cells,7021,3753
SCO2,5.155087,1.682501,2.5351308824819895e-07,3.8897994420606475e-06,B Cells,7021,3753
ATXN7,5.147081,3.358963,2.645713006555999e-07,4.0423253951276395e-06,B Cells,7021,3753
CTSD,5.136588,2.3324237,2.797714773697901e-07,4.252115027377619e-06,B Cells,7021,3753
BORCS7,5.131439,0.95364404,2.8753543567921714e-07,4.360483434217937e-06,B Cells,7021,3753
WNK1,5.1311693,0.7381307,2.879479446541732e-07,4.360483434217937e-06,B Cells,7021,3753
SAV1,5.1222496,1.0741322,3.0191196643284624e-07,4.564643931365572e-06,B Cells,7021,3753
DNAJC21,5.1052585,1.0417409,3.303423253673967e-07,4.978878235146732e-06,B Cells,7021,3753
NDUFA7,5.0830407,2.103583,3.7143980562972503e-07,5.563522306062621e-06,B Cells,7021,3753
JOSD1,5.055554,0.77801263,4.2914366640529865e-07,6.401319287853883e-06,B Cells,7021,3753
BCL7C,5.050372,1.1750128,4.409497420672892e-07,6.557144725561776e-06,B Cells,7021,3753
RFX1,5.031873,1.580996,4.857105453752701e-07,7.193189233403054e-06,B Cells,7021,3753
NMT1,4.996975,1.143132,5.823668700812936e-07,8.554585018483489e-06,B Cells,7021,3753
GPS2,4.994059,1.0947233,5.912333047446874e-07,8.6672286589168e-06,B Cells,7021,3753
IFI6,4.990724,1.3848039,6.015344067335572e-07,8.800405794770311e-06,B Cells,7021,3753
FAM102A,4.9783587,0.6438535,6.412576911509459e-07,9.343763880426019e-06,B Cells,7021,3753
ARL2,4.976486,1.2699372,6.474887543838006e-07,9.425065178248704e-06,B Cells,7021,3753
PLAC8,4.972605,0.5066515,6.605916055465768e-07,9.606130593621528e-06,B Cells,7021,3753
KPNA4,4.9714675,0.7647154,6.644806573265785e-07,9.652982561102674e-06,B Cells,7021,3753
PREX1,4.9400764,1.0601637,7.80920071268063e-07,1.1287844666511093e-05,B Cells,7021,3753
CUL3,4.936211,0.9539762,7.965478976029247e-07,1.1490779192838204e-05,B Cells,7021,3753
METRNL,4.9319205,2.021073,8.142503707251715e-07,1.1722774740320902e-05,B Cells,7021,3753
MED13,4.9238524,1.3628047,8.48567785754344e-07,1.2204699097494637e-05,B Cells,7021,3753
STAT1,4.921158,0.99678254,8.603371663570527e-07,1.2341488235866142e-05,B Cells,7021,3753
EGLN2,4.9163632,1.4457012,8.816676207080859e-07,1.2621191837512301e-05,B Cells,7021,3753
AHI1,4.9163146,0.768042,8.818871344063126e-07,1.2621191837512301e-05,B Cells,7021,3753
WAC,4.9143543,0.5571468,8.907552976149202e-07,1.272842925537549e-05,B Cells,7021,3753
QKI,4.9119034,1.7899234,9.019650420493827e-07,1.2870347330781577e-05,B Cells,7021,3753
PSMA4,4.9039392,0.62879664,9.393347693520351e-07,1.337719958440413e-05,B Cells,7021,3753
TBL1XR1,4.9014463,1.0079721,9.513370564057726e-07,1.3534804197772983e-05,B Cells,7021,3753
GRASP,4.875789,0.56122714,1.0837427663823109e-06,1.5343125329535865e-05,B Cells,7021,3753
ABHD17A,4.8645062,1.1561888,1.1474279180516077e-06,1.618141768644124e-05,B Cells,7021,3753
PHKB,4.8570595,0.9550335,1.1914193038136907e-06,1.675281429240067e-05,B Cells,7021,3753
ZDHHC14,4.848972,2.5050058,1.2410306116966383e-06,1.7416558603917222e-05,B Cells,7021,3753
SLC39A3,4.8289676,1.144586,1.372427200698648e-06,1.9057244881870187e-05,B Cells,7021,3753
PAFAH1B2,4.818995,1.1985179,1.442833231656583e-06,1.9996507690458907e-05,B Cells,7021,3753
METTL8,4.817119,1.1317382,1.456456942883941e-06,2.0166005269461953e-05,B Cells,7021,3753
CEBPB,4.8085313,1.0591943,1.5204336727736024e-06,2.095157601082024e-05,B Cells,7021,3753
MAPKAPK2,4.797102,1.490233,1.6097762975429732e-06,2.209853249444903e-05,B Cells,7021,3753
TARDBP,4.7629447,1.8533511,1.9078810913816558e-06,2.6091806721362172e-05,B Cells,7021,3753
C16orf72,4.749315,1.0608524,2.041068377601463e-06,2.7808115212349876e-05,B Cells,7021,3753
CREBZF,4.7462335,0.8650878,2.0723955527938717e-06,2.8155390848238994e-05,B Cells,7021,3753
EEF1E1,4.736875,2.0741594,2.1703900665037887e-06,2.9403908120078016e-05,B Cells,7021,3753
TSNAX,4.723892,2.1531584,2.3137326476519874e-06,3.125807439671018e-05,B Cells,7021,3753
CSNK1E,4.7100153,2.2556238,2.4769825727914643e-06,3.3432332878469866e-05,B Cells,7021,3753
RAB5C,4.7083607,0.5750704,2.497169345102777e-06,3.367338607110166e-05,B Cells,7021,3753
ADAR,4.705731,0.53227437,2.5295793639495884e-06,3.407866277186834e-05,B Cells,7021,3753
GSK3A,4.651758,2.2133825,3.29117112823183e-06,4.409255097628366e-05,B Cells,7021,3753
PCF11,4.646895,0.5448972,3.369683357408129e-06,4.506095055299281e-05,B Cells,7021,3753
COMMD7,4.621011,2.6298962,3.818751965151451e-06,5.0924905238503544e-05,B Cells,7021,3753
MLLT6,4.6109695,1.1275625,4.007952704269892e-06,5.3398773184236714e-05,B Cells,7021,3753
ZNRF2,4.6095557,2.2652893,4.035307454739565e-06,5.371376592697955e-05,B Cells,7021,3753
FLNA,4.578844,0.62303656,4.675529925858436e-06,6.166840701663237e-05,B Cells,7021,3753
TNRC6A,4.5651,0.97765726,4.992554488689103e-06,6.567024626985694e-05,B Cells,7021,3753
GOLGB1,4.5458603,0.6185172,5.471137781416607e-06,7.176962154063181e-05,B Cells,7021,3753
WDR26,4.53473,1.2869146,5.76772141046976e-06,7.559163142036862e-05,B Cells,7021,3753
ORAI1,4.522547,0.5875206,6.109997678203673e-06,7.957295806114216e-05,B Cells,7021,3753
ADAM17,4.5121026,0.9899522,6.418811987991687e-06,8.336965049753296e-05,B Cells,7021,3753
TMEM238,4.5067587,2.9755285,6.582544018141303e-06,8.511423538738742e-05,B Cells,7021,3753
EXOSC6,4.498723,1.2014413,6.836281378390366e-06,8.831621005708055e-05,B Cells,7021,3753
MED13L,4.4657946,1.1731415,7.977211824341526e-06,0.00010223408138742032,B Cells,7021,3753
ZRANB2,4.464426,0.50604856,8.0283653754072e-06,0.00010279860054581131,B Cells,7021,3753
TAP2,4.463542,2.1116328,8.061581281111948e-06,0.0001031326432859494,B Cells,7021,3753
NABP1,4.4533186,0.66076106,8.455306599674939e-06,0.0001077883975248429,B Cells,7021,3753
TRIM28,4.385882,0.66614044,1.1551678625279115e-05,0.00014471102859667836,B Cells,7021,3753
BRD7,4.3724017,0.8087932,1.2288716646169247e-05,0.00015319871633457147,B Cells,7021,3753
FAM49A,4.37233,0.53886753,1.2292743773891594e-05,0.00015319871633457147,B Cells,7021,3753
OGT,4.366037,0.70924765,1.265210544766933e-05,0.0001571358916071481,B Cells,7021,3753
THAP11,4.3605175,1.4185737,1.2975520955447518e-05,0.00016101441912896237,B Cells,7021,3753
CD59,4.35872,2.752231,1.3082542014159701e-05,0.00016220334224753788,B Cells,7021,3753
LINC01116,4.355219,24.869183,1.3293393750424506e-05,0.00016467646761548986,B Cells,7021,3753
RALBP1,4.353883,0.75951236,1.337470952845731e-05,0.0001655420634450375,B Cells,7021,3753
RNF19A,4.3483377,0.51460797,1.3717339909531329e-05,0.00016937338265087635,B Cells,7021,3753
PAWR,4.348305,0.96122485,1.3719372760164978e-05,0.00016937338265087635,B Cells,7021,3753
CKS1B,4.342551,0.9681177,1.4083749782002965e-05,0.0001737235938583128,B Cells,7021,3753
ALKBH5,4.325918,1.391369,1.5189783705718851e-05,0.00018641304532489062,B Cells,7021,3753
CLDND1,4.3256354,0.6620261,1.5209286131036065e-05,0.00018649420426267865,B Cells,7021,3753
UBE2Q1,4.3171186,1.5268643,1.5807911537569844e-05,0.00019301660087518827,B Cells,7021,3753
FKBP4,4.297293,0.5005046,1.7289630712035235e-05,0.00021022156871633433,B Cells,7021,3753
SAMD4B,4.2945695,1.7178861,1.750327515549807e-05,0.00021228406389346317,B Cells,7021,3753
RICTOR,4.292414,0.7485063,1.7674084038103195e-05,0.00021399692213164444,B Cells,7021,3753
GGPS1,4.2864103,3.533335,1.8158342130227938e-05,0.00021930972644596664,B Cells,7021,3753
COMMD3,4.2712235,1.2938805,1.944033916930863e-05,0.00023401186975102042,B Cells,7021,3753
AC058791.1,4.263994,2.6888025,2.008046197830618e-05,0.00024071599367366374,B Cells,7021,3753
MLXIP,4.262954,1.0854852,2.0174201385750138e-05,0.00024163950318743273,B Cells,7021,3753
RYBP,4.2449036,0.9824136,2.1868753092236743e-05,0.0002597857048370882,B Cells,7021,3753
ARL8A,4.2434244,1.7705871,2.2013449507959833e-05,0.0002610759024021892,B Cells,7021,3753
XPO1,4.2270384,0.7679314,2.367874828514741e-05,0.00027831666038813797,B Cells,7021,3753
SRSF6,4.220121,0.71849114,2.441713084619227e-05,0.00028676255374476947,B Cells,7021,3753
MIR155HG,4.2117863,1.319532,2.533590702095062e-05,0.0002963502333760182,B Cells,7021,3753
EHBP1L1,4.2111363,1.5756756,2.540894044357707e-05,0.0002969644259112412,B Cells,7021,3753
ZFP91,4.2100506,2.5150878,2.5531352898999248e-05,0.00029815427368492343,B Cells,7021,3753
KMT5A,4.1992974,2.4799776,2.6774423799212766e-05,0.0003107808718292503,B Cells,7021,3753
TLR10,4.195104,0.78921646,2.7274602040083114e-05,0.00031534933311665105,B Cells,7021,3753
KHSRP,4.195,1.2149447,2.7287121781881754e-05,0.00031534933311665105,B Cells,7021,3753
PCMTD1,4.1638303,0.5084969,3.1295271553169516e-05,0.00035965947903320863,B Cells,7021,3753
EP300,4.150753,0.7545344,3.3138298635910746e-05,0.00038023635445122325,B Cells,7021,3753
PARL,4.1411476,3.6380482,3.4557240279648976e-05,0.00039495158736669905,B Cells,7021,3753
MRPL12,4.137881,4.565399,3.505283761163049e-05,0.00039966864255530464,B Cells,7021,3753
CYSTM1,4.120588,0.9959836,3.77907301888082e-05,0.000429194721430036,B Cells,7021,3753
R3HDM2,4.0785055,0.72954744,4.532615206399642e-05,0.000505646950049317,B Cells,7021,3753
RBM5,4.0776763,0.6254198,4.548799946956136e-05,0.0005070615287558423,B Cells,7021,3753
LLPH,4.02712,1.0221367,5.646423322319394e-05,0.0006208062237890525,B Cells,7021,3753
MSL1,4.0251403,1.5203305,5.694135016842733e-05,0.0006255766101647494,B Cells,7021,3753
TRIM33,4.0159216,1.2204865,5.921393172127779e-05,0.0006485740939251842,B Cells,7021,3753
KANSL1,3.9940646,0.79807144,6.49501514873728e-05,0.0007081866931957778,B Cells,7021,3753
MAFG,3.9914186,1.0297527,6.567922510277032e-05,0.0007155969186837227,B Cells,7021,3753
DYNLT1,3.9794598,0.58586127,6.907207366779298e-05,0.000749740310502098,B Cells,7021,3753
GGA1,3.9683263,0.78298783,7.237916074424943e-05,0.0007850480335896139,B Cells,7021,3753
CELF1,3.9661713,0.5579844,7.303640064430348e-05,0.0007909907791335532,B Cells,7021,3753
COBLL1,3.9639933,0.50326115,7.37063115092286e-05,0.000797648931359034,B Cells,7021,3753
CLPTM1L,3.9636943,1.4696503,7.37987517671131e-05,0.0007980524210152164,B Cells,7021,3753
EMG1,3.9556653,2.1281087,7.632195283308991e-05,0.0008228780443680909,B Cells,7021,3753
NAA50,3.954908,0.5423268,7.656413629154715e-05,0.0008248745256905403,B Cells,7021,3753
PILRB,3.954222,1.4040133,7.678407945219355e-05,0.0008266286053525212,B Cells,7021,3753
GALNT1,3.9516802,1.3937759,7.760444535706579e-05,0.0008335996435570786,B Cells,7021,3753
MARCH6,3.9393148,0.52282524,8.171465383709963e-05,0.0008738575952468548,B Cells,7021,3753
CSNK2A2,3.936373,2.1912522,8.272236381255319e-05,0.0008833283262020901,B Cells,7021,3753
SH3GLB2,3.9262798,1.7673517,8.626976060654634e-05,0.0009184968110493885,B Cells,7021,3753
SGPP1,3.9251714,1.5094239,8.666798871972944e-05,0.0009216295759006387,B Cells,7021,3753
FAM214A,3.9251065,0.67846054,8.669139904628995e-05,0.0009216295759006387,B Cells,7021,3753
ARPC1A,3.9117856,3.8328354,9.161627266148017e-05,0.000970460752640283,B Cells,7021,3753
CCZ1,3.9061718,2.7173858,9.376989348898158e-05,0.0009917811322310485,B Cells,7021,3753
ZCCHC3,3.904358,2.5701406,9.447589487180776e-05,0.0009985184243244607,B Cells,7021,3753
BHLHE41,3.888277,1.5031837,0.00010095830149996691,0.001059293447717927,B Cells,7021,3753
KMT2B,3.887393,1.4683294,0.00010132662974872232,0.0010623876853871474,B Cells,7021,3753
ADNP,3.8810413,1.0336093,0.00010401016095520003,0.00108815836504757,B Cells,7021,3753
TNFSF12,3.873292,1.9613987,0.000107375090977296,0.001120122704650682,B Cells,7021,3753
SDHAF2,3.871049,1.4236099,0.00010836800624815457,0.0011276959500648755,B Cells,7021,3753
THEMIS2,3.8709483,0.68301135,0.00010841281820030699,0.0011276959500648755,B Cells,7021,3753
DYNC1I2,3.8540907,0.8245207,0.00011616056554185788,0.0012048223819535065,B Cells,7021,3753
SH2B3,3.8489742,1.0265145,0.00011861350505042456,0.0012285030812989213,B Cells,7021,3753
BTN3A2,3.8422065,0.64235395,0.00012193320916673626,0.0012610804885157304,B Cells,7021,3753
ETFB,3.841384,0.5131699,0.00012234252920640518,0.0012644100393481975,B Cells,7021,3753
MRPL34,3.8387902,0.60945356,0.00012364208913768896,0.0012760181082262637,B Cells,7021,3753
ITGB1,3.8279297,1.0940737,0.00012922559042910606,0.0013260745162544225,B Cells,7021,3753
GLRX5,3.8266003,0.9026368,0.00012992521230295495,0.0013323089275772185,B Cells,7021,3753
EIF3B,3.8232036,0.9275823,0.00013172900053593395,0.0013479398223157201,B Cells,7021,3753
DDX39B,3.809034,1.1072944,0.00013951072290622164,0.0014245452715103183,B Cells,7021,3753
IRF9,3.8080978,1.090857,0.0001400398222789975,0.0014289394841712376,B Cells,7021,3753
ZNF787,3.8050163,2.152393,0.0001417948220838134,0.001444665043958154,B Cells,7021,3753
SYS1,3.796308,0.5223714,0.00014686701058316378,0.0014870670231825031,B Cells,7021,3753
UBE2Z,3.7907138,1.023169,0.00015021501156970224,0.0015188406725381005,B Cells,7021,3753
STRBP,3.782285,0.50667524,0.00015539534397824968,0.0015679325188433016,B Cells,7021,3753
MDFIC,3.778927,0.96593976,0.00015750554963611356,0.0015874253300412026,B Cells,7021,3753
TM9SF3,3.7763135,1.0186841,0.00015916658802506904,0.0016004040042631854,B Cells,7021,3753
APOPT1,3.7746232,1.5478565,0.00016024965522438376,0.0016075191540335116,B Cells,7021,3753
ZNF652,3.7718928,1.0025165,0.00016201388729212044,0.0016222691593285057,B Cells,7021,3753
PAN3,3.7695913,1.0403391,0.00016351506017485526,0.0016361683303388525,B Cells,7021,3753
ZBTB44,3.76637,0.8952956,0.0001656382691325011,0.0016562682212012151,B Cells,7021,3753
TCF3,3.7656288,1.0088403,0.00016613041388278903,0.0016600420983909354,B Cells,7021,3753
VMP1,3.762092,0.54687524,0.0001684978977794422,0.001681376608945344,B Cells,7021,3753
HIPK1,3.7515082,1.6146544,0.00017577395730656028,0.0017455548306579414,B Cells,7021,3753
PGP,3.746213,1.5743735,0.00017952414647491577,0.001777915725766979,B Cells,7021,3753
RASSF3,3.7380736,0.93193954,0.00018543570754805703,0.0018301973073075288,B Cells,7021,3753
PXDC1,3.7264755,2.3544266,0.0001941760038686185,0.0019138505449421263,B Cells,7021,3753
IRAK1,3.709114,1.3455833,0.00020798579779585233,0.002040234920886907,B Cells,7021,3753
SYNGR1,3.6958287,0.752222,0.000219170649352945,0.0021426892739782174,B Cells,7021,3753
PITPNA,3.6924255,1.6989901,0.00022212550665569124,0.002167184056507887,B Cells,7021,3753
RBM7,3.6881704,0.9181117,0.000225872398164255,0.0021978128641819807,B Cells,7021,3753
APOLD1,3.6843834,1.9476877,0.00022925692032476844,0.002226253946428909,B Cells,7021,3753
ZDHHC2,3.6806095,1.9928976,0.00023267713015031114,0.002256437933072957,B Cells,7021,3753
AKT1,3.6707308,1.9323924,0.00024185785800337554,0.002336075665855034,B Cells,7021,3753
CYP20A1,3.6690178,0.7814911,0.00024348408175668508,0.002350214262133073,B Cells,7021,3753
CCNY,3.6619835,1.6956652,0.0002502699286633242,0.0024092851615632985,B Cells,7021,3753
FBXW7,3.6472583,1.0544059,0.00026505339215216313,0.0025431415988392894,B Cells,7021,3753
NME1,3.6225245,1.2790589,0.00029174176252539947,0.0027789411204608328,B Cells,7021,3753
AHCYL1,3.6175153,1.1265363,0.00029744466210036266,0.0028276785912813057,B Cells,7021,3753
ODF2L,3.5944393,0.70170105,0.00032509081513702146,0.003074339218442852,B Cells,7021,3753
POLR3K,3.5820222,0.6278863,0.0003409449379286449,0.0032137669751723537,B Cells,7021,3753
FBRSL1,3.5674984,2.1642802,0.0003604055342527445,0.0033839764277112006,B Cells,7021,3753
C1orf122,3.5415294,0.9993735,0.00039781451069510526,0.0037183321416327376,B Cells,7021,3753
NFATC2IP,3.537245,0.73524934,0.0004043242274922322,0.0037767380552518447,B Cells,7021,3753
CARS2,3.5343716,1.2312156,0.0004087459891356678,0.0038131178058052723,B Cells,7021,3753
F8A1,3.5322068,4.7891793,0.000412107106117214,0.003835573773104577,B Cells,7021,3753
KDM2A,3.5311308,0.5500118,0.00041378715767009203,0.003847741892242006,B Cells,7021,3753
ECI1,3.528527,1.6419601,0.00041787928817938976,0.003883298279169936,B Cells,7021,3753
AC245100.1,3.5012546,24.598097,0.0004630733926523986,0.004267013913310333,B Cells,7021,3753
GKAP1,3.5011244,1.2178298,0.00046329938888731306,0.004267013913310333,B Cells,7021,3753
GNPTAB,3.4970741,0.6254315,0.0004703909163401035,0.0043213245514444176,B Cells,7021,3753
DAAM1,3.4887722,0.51607114,0.00048524447403719537,0.00444648657051563,B Cells,7021,3753
SUZ12,3.4861457,0.65909535,0.0004900339824098972,0.004484694302016953,B Cells,7021,3753
PQLC1,3.4829667,1.3332824,0.0004958901534921543,0.004529693580099736,B Cells,7021,3753
EPM2AIP1,3.4809642,0.912797,0.0004996121291812828,0.004557936883432523,B Cells,7021,3753
TRAPPC10,3.4787831,1.304957,0.0005036960535887231,0.0045865186906074475,B Cells,7021,3753
TMED7,3.4710076,2.1221821,0.0005185091472204373,0.0047095473014014495,B Cells,7021,3753
RBM14,3.4516797,1.6816725,0.0005571087682973298,0.005025440628736949,B Cells,7021,3753
MKKS,3.4306905,1.1486709,0.0006020470138453888,0.005397161241219907,B Cells,7021,3753
DYNLL2,3.4272385,0.80788684,0.0006097535084539569,0.005459482372413553,B Cells,7021,3753
HERC4,3.424846,0.78602695,0.0006151481044683372,0.005504377194528369,B Cells,7021,3753
CXCL8,3.417867,5.849673,0.0006311395849763974,0.0056370115154466,B Cells,7021,3753
NLRC5,3.411863,1.1213455,0.0006452051561840753,0.0057519860781437985,B Cells,7021,3753
MED6,3.4077413,0.9224596,0.000655029621154607,0.0058287967948868445,B Cells,7021,3753
ZDHHC21,3.4028687,0.85844743,0.0006668232620605779,0.00591918145935859,B Cells,7021,3753
GIGYF1,3.3940985,1.4792123,0.0006885490938210898,0.00609334363210847,B Cells,7021,3753
USP7,3.3934743,0.83659416,0.0006901199953634186,0.006103512355081482,B Cells,7021,3753
JADE2,3.3897915,0.7722024,0.0006994579814927352,0.0061823198132061,B Cells,7021,3753
ATXN2L,3.3800755,0.5330425,0.0007246592782588383,0.006373917992174548,B Cells,7021,3753
USP9X,3.379461,0.7353737,0.0007262808207522715,0.006384299632724555,B Cells,7021,3753
PHF10,3.3762105,1.1820644,0.0007349166522787707,0.006448459091462421,B Cells,7021,3753
PJA2,3.3694265,0.5034086,0.0007532477320335276,0.006589323721156657,B Cells,7021,3753
FBXO11,3.36208,0.8823514,0.0007735766229362028,0.00674676320510182,B Cells,7021,3753
SMIM7,3.339885,0.5281046,0.000838130635916259,0.00724427250362745,B Cells,7021,3753
IRF3,3.3209763,0.5202481,0.0008970313617472427,0.007693625828761621,B Cells,7021,3753
OSBPL11,3.3163085,1.644893,0.0009121507753150963,0.007816401281609058,B Cells,7021,3753
HOMER1,3.3146377,2.3322332,0.0009176197493233981,0.00785159086514503,B Cells,7021,3753
METTL4,3.3140786,0.93605196,0.0009194566085896858,0.007862658197212864,B Cells,7021,3753
TRIM56,3.3105485,0.79538476,0.0009311333482094519,0.007948417944095905,B Cells,7021,3753
ADAMTS6,3.3042943,1.7674435,0.0009521582453563604,0.008094027081825408,B Cells,7021,3753
LGALS3,3.2818782,1.5376204,0.001031181484786343,0.008695536654792613,B Cells,7021,3753
DLG1,3.280565,1.3664618,0.001035994172402917,0.008730226954279444,B Cells,7021,3753
KMT2E-AS1,3.2736866,0.9564233,0.0010615425235986989,0.008929917891831148,B Cells,7021,3753
PRR4,3.269464,24.521088,0.0010775139608643763,0.009059006100956805,B Cells,7021,3753
MT2A,3.264468,0.8459019,0.0010966986350310869,0.00919891742044336,B Cells,7021,3753
RRP36,3.2589192,2.1267624,0.0011183751649050647,0.009359034274731858,B Cells,7021,3753
RAPGEF1,3.2512445,0.6194159,0.0011490098428668387,0.009587672097139729,B Cells,7021,3753
