names,scores,logfoldchanges,pvals,pvals_adj,Cell_Type
CCL4L2,10.024509,1.7730663,1.1894863173047818e-23,2.868446254180481e-20,Spp1+
FTH1,9.945627,0.7834365,2.6350931229646258e-23,5.446737485167882e-20,Spp1+
IER3,8.951139,1.1701345,3.5183228177312404e-19,6.363326606219165e-16,Spp1+
FTL,8.903457,0.6064437,5.413400536708862e-19,8.702943596182281e-16,Spp1+
S100A6,8.853954,0.9366834,8.44720780202868e-19,1.2222264968755296e-15,Spp1+
SLC2A3,8.057529,1.41838,7.785206027459632e-16,1.0240376910119401e-12,Spp1+
PLAUR,7.806218,1.0032215,5.89296226373349e-15,7.105439249496655e-12,Spp1+
HLA-A,7.549716,0.6132898,4.362090315240441e-14,4.8550065208626106e-11,Spp1+
PNRC1,7.5308247,0.8136769,5.042085806879505e-14,5.2109956814099684e-11,Spp1+
SOD2,7.4952364,0.91489524,6.617891639329946e-14,6.305360471532699e-11,Spp1+
LYZ,7.42786,0.7765953,1.1036878078035453e-13,8.871810495060832e-11,Spp1+
C15orf48,7.416086,1.054798,1.206318558522564e-13,9.186433275401569e-11,Spp1+
CXCL3,7.2115483,1.4059939,5.531925126981834e-13,3.638246575559098e-10,Spp1+
GPR183,7.062292,0.8969785,1.6377824485779012e-12,9.87378093686402e-10,Spp1+
S100A10,7.0244565,0.68174344,2.149014331418083e-12,1.2437635344515298e-09,Spp1+
NINJ1,6.7070527,0.746724,1.9859426765085448e-11,1.0113955464831506e-08,Spp1+
TSPO,6.704056,0.6592194,2.0271249462997696e-11,1.0113955464831506e-08,Spp1+
COMT,6.668468,0.767317,2.5848760792058273e-11,1.2466857330009703e-08,Spp1+
S100A4,6.6413355,0.7352303,3.108540444150189e-11,1.450886183432551e-08,Spp1+
CXCL2,6.6303644,1.2495753,3.3485896664460655e-11,1.507025656929259e-08,Spp1+
SH3BGRL3,6.6265116,0.56401426,3.4371308783375175e-11,1.507025656929259e-08,Spp1+
ANXA2,6.5744405,0.608557,4.883652861612143e-11,2.01890209299046e-08,Spp1+
CAPG,6.521941,0.61759305,6.94032811632262e-11,2.7894335420853328e-08,Spp1+
CD44,6.457454,0.7687296,1.064788903094132e-10,4.054323852333946e-08,Spp1+
CD14,6.409183,0.69961756,1.4630162540601393e-10,5.292095544999039e-08,Spp1+
CSTB,6.2919292,0.58712655,3.1354424983555065e-10,1.080159940683472e-07,Spp1+
JUNB,6.259606,0.70002,3.8595216754741046e-10,1.2986841656380192e-07,Spp1+
MMP12,6.2350955,1.0682043,4.5150304712599263e-10,1.48472672474227e-07,Spp1+
G0S2,6.199507,1.098222,5.664022855598797e-10,1.8211721488368665e-07,Spp1+
SLC16A3,6.181633,0.76338965,6.344193768242021e-10,1.995524774623778e-07,Spp1+
VIM,6.131435,0.5236069,8.709000144204504e-10,2.625219230968645e-07,Spp1+
S100A9,6.1170926,0.9726307,9.529802077200823e-10,2.814014413367729e-07,Spp1+
NFKBIA,6.05389,0.70122355,1.4138903209149355e-09,4.09151581066364e-07,Spp1+
TMEM176B,6.014235,0.5991087,1.8073837205659787e-09,5.127653931935126e-07,Spp1+
CCL3,6.0039597,1.0679694,1.9256246845059758e-09,5.358050684637877e-07,Spp1+
XIST,5.9527984,1.0351639,2.6359584795951256e-09,7.062904303937384e-07,Spp1+
EMP3,5.930215,0.68980175,3.025388348902251e-09,7.958971640048486e-07,Spp1+
LAPTM5,5.8865457,0.5210247,3.943508894455102e-09,1.018904110604837e-06,Spp1+
SDS,5.870812,0.94772273,4.3366598130689525e-09,1.1008268567595557e-06,Spp1+
IL1RN,5.8075027,1.3977966,6.341160003027669e-09,1.5819007600656438e-06,Spp1+
BTG1,5.735791,0.6696546,9.705824503473369e-09,2.3405595790126027e-06,Spp1+
ALDOA,5.646312,0.5020711,1.6392592482127834e-08,3.888269190555863e-06,Spp1+
LDHA,5.4790215,0.56744355,4.2768482743418495e-08,9.980922206685842e-06,Spp1+
LGALS1,5.473188,0.51701266,4.4201055827461736e-08,1.015150915504038e-05,Spp1+
TMEM176A,5.459274,0.58625877,4.7808568304370724e-08,1.0808471481186563e-05,Spp1+
NFKBIE,5.395055,0.82644945,6.850267168782977e-08,1.4917469545595735e-05,Spp1+
TIMP1,5.393556,0.6855647,6.907667838516236e-08,1.4917469545595735e-05,Spp1+
MMP9,5.3690996,0.85949945,7.913077125156495e-08,1.659337868462164e-05,Spp1+
KDELR1,5.360483,0.62494177,8.29995594263648e-08,1.7156008933429605e-05,Spp1+
ICAM1,5.3529377,0.6356271,8.653768255908508e-08,1.7635404633062e-05,Spp1+
NAMPT,5.3263936,0.61934376,1.0018186581556126e-07,2.0132380784518832e-05,Spp1+
PPP1R15A,5.2535586,0.6480023,1.4918832019425228e-07,2.956994253274844e-05,Spp1+
IL7R,5.185807,1.139638,2.1508126120322497e-07,4.094751010986135e-05,Spp1+
APOE,5.1676655,0.7623161,2.3703636258824376e-07,4.3970245260119215e-05,Spp1+
FXYD5,5.155303,0.5369664,2.5322106016659044e-07,4.6377917968992365e-05,Spp1+
ACP5,5.1250663,0.5463225,2.9743272372177976e-07,5.379442599413039e-05,Spp1+
CXCL1,5.0607405,1.4089025,4.176317677899812e-07,7.369163473357607e-05,Spp1+
PMAIP1,5.056566,0.88578993,4.2687309319782243e-07,7.441478054794328e-05,Spp1+
P4HB,5.036337,0.5068786,4.745248464623555e-07,8.097868907637511e-05,Spp1+
HIF1A,5.0358553,0.67771494,4.7571971604754195e-07,8.097868907637511e-05,Spp1+
CTSD,5.0330725,0.5463261,4.826804337152755e-07,8.120817669100375e-05,Spp1+
SERPINA1,4.9267364,0.52203906,8.361450766543194e-07,0.0001344242568234594,Spp1+
CD99,4.8348494,0.5672797,1.3324656519543338e-06,0.00020510048423539635,Spp1+
PLD3,4.796799,0.50446516,1.6122092026930054e-06,0.0002455479468817378,Spp1+
CD37,4.78326,0.54408324,1.724749324483444e-06,0.00025995206224948907,Spp1+
METRNL,4.7640476,0.64602095,1.897477148054909e-06,0.0002745459685520648,Spp1+
LMNA,4.750936,0.63779145,2.0247703601733374e-06,0.0002900633895182972,Spp1+
PTGS2,4.741785,1.1456668,2.118434362827402e-06,0.00029758860966747265,Spp1+
SPP1,4.7384667,1.245318,2.1534114007543136e-06,0.0002995933611299439,Spp1+
PPIF,4.7014337,0.68571496,2.5834091868177482e-06,0.00035599378594348567,Spp1+
TFF3,4.668147,1.2377071,3.0392852185132946e-06,0.0004148624323270647,Spp1+
EGR1,4.6523595,0.7823805,3.2815798666749257e-06,0.0004437493372983131,Spp1+
PMP22,4.6166644,0.5284354,3.899568563117463e-06,0.0005176408948600603,Spp1+
RALA,4.610243,0.6612696,4.021993021692652e-06,0.0005290383366442816,Spp1+
CD86,4.58707,0.51912075,4.495095781905763e-06,0.0005755711581273848,Spp1+
FCGR2B,4.56454,0.837609,5.005908480256594e-06,0.000629830346094197,Spp1+
CCL4,4.5566196,0.8030049,5.1983446722098635e-06,0.0006428619577966198,Spp1+
DUSP2,4.5428658,0.6273629,5.5494534870141975e-06,0.0006759488005636334,Spp1+
HLA-DRB5,4.5424914,0.9570583,5.559327338936511e-06,0.0006759488005636334,Spp1+
POLR2E,4.524189,0.6622968,6.062755877021648e-06,0.0007310167898718852,Spp1+
LGALS2,4.5069566,0.55128765,6.576403277125898e-06,0.0007722466485038485,Spp1+
ALOX5AP,4.5039597,0.55393434,6.66988128725259e-06,0.0007722466485038485,Spp1+
TMEM160,4.5039062,0.7459943,6.67156203351863e-06,0.0007722466485038485,Spp1+
APOC1,4.4524775,0.5878306,8.48851526989625e-06,0.0009304570260615821,Spp1+
RABAC1,4.3839235,0.510316,1.165607363332812e-05,0.001258594995527049,Spp1+
IL1B,4.379696,0.66444194,1.1884514715216436e-05,0.0012643900251063723,Spp1+
TUFM,4.266349,0.51433474,1.9869802835102637e-05,0.0020104627777699302,Spp1+
NQO2,4.233169,0.5559578,2.3042131668834646e-05,0.002315254188308115,Spp1+
ARL4C,4.207535,0.5113555,2.5817172177555085e-05,0.0025239774610611113,Spp1+
SOCS3,4.195761,0.5106921,2.7195664139518503e-05,0.002640899761306666,Spp1+
GNA15,4.138285,0.70900524,3.499114910623376e-05,0.0032663673317296534,Spp1+
TFF2,4.1300435,25.69209,3.6269447923612156e-05,0.0033441211076386573,Spp1+
OTUD1,4.117521,0.85010374,3.829699175681062e-05,0.0034850262498697664,Spp1+
PLK3,4.114417,0.80349565,3.881593477745648e-05,0.0035101735018438613,Spp1+
CSRNP1,4.090281,0.79222333,4.308505138284473e-05,0.003824525205266137,Spp1+
RAB13,4.0339823,0.5187243,5.483943604555511e-05,0.00466748117731257,Spp1+
IER2,4.02055,0.64325666,5.806246144729131e-05,0.004856102628213052,Spp1+
UBALD2,4.00107,0.7246578,6.30566926556142e-05,0.005220607450118292,Spp1+
WTAP,3.9362087,0.7224657,8.277901377962634e-05,0.006651694637207622,Spp1+
ADM,3.9336398,1.0436257,8.366911493342922e-05,0.006651694637207622,Spp1+
HBEGF,3.9300542,0.80915034,8.492668193227515e-05,0.006714776835399395,Spp1+
TNF,3.8847797,1.2119551,0.0001024226922990698,0.007882733696144898,Spp1+
CD83,3.8582892,0.5418006,0.00011418342343911175,0.008560207014199524,Spp1+
CHMP1B,3.8563628,0.52623093,0.000115086659093635,0.008583447785700025,Spp1+
ANPEP,3.8446429,1.927468,0.00012072818375136655,0.008888395920928337,Spp1+
NUPR1,3.8314779,1.0252895,0.00012737585458433328,0.009261312763722203,Spp1+
COPS6,3.8113022,0.69439495,0.0001382365913164647,0.009950971342079243,Spp1+
GLA,3.7974951,0.5234367,0.00014616562373463536,0.010367011812825682,Spp1+
SERPINF1,3.795301,0.9064053,0.00014746442896959786,0.010408111330542006,Spp1+
RILPL2,3.7645829,0.51521665,0.00016682736179657217,0.011660990810795182,Spp1+
MAP2K3,3.7499194,0.536768,0.00017689138316330635,0.012305006841297497,Spp1+
MAFF,3.729851,0.7893382,0.0001915930747881501,0.013138199995780777,Spp1+
C7orf50,3.7205927,0.62987727,0.00019875578240568438,0.013375801933152779,Spp1+
STX11,3.6945305,0.5641589,0.00022029354549500565,0.014357780674627193,Spp1+
CCL18,3.6401045,1.1616616,0.00027252728508682996,0.017219202130660884,Spp1+
PPP1R15B,3.6164505,0.7171933,0.00029867034073973803,0.018626987759324438,Spp1+
FAM118A,3.5937598,1.7487755,0.00032594037538404393,0.01956859457025615,Spp1+
VMO1,3.58798,0.920463,0.000333249793862161,0.019842762417249412,Spp1+
SSNA1,3.4329977,0.548985,0.0005969471345509348,0.031871690368330166,Spp1+
NR4A1,3.418709,0.5250114,0.0006291899020698856,0.03298459671394628,Spp1+
PLP2,3.415712,0.59830046,0.00063615478766246,0.03316660006014928,Spp1+
GPR84,3.3984263,1.4111899,0.0006777470168559795,0.034529301362285804,Spp1+
VEGFA,3.3631594,0.5364305,0.0007705587483399032,0.03844556734389676,Spp1+
ID3,3.3081985,0.5462765,0.0009389826068375972,0.04483874369086863,Spp1+
CD163,-3.2999034,-0.7816822,0.0009671810449089943,0.046033363614435,Spp1+
LAP3,-3.557369,-0.6980506,0.0003745879556660788,0.02194296813980767,Spp1+
KCTD12,-3.6007705,-0.74846727,0.0003172757120506638,0.019207791956740813,Spp1+
IFI44L,-3.8073957,-1.7938026,0.00014043797815278944,0.010059391613330249,Spp1+
SLA,-3.8618748,-1.0527097,0.00011252017544118689,0.008479450096138192,Spp1+
RNASE1,-3.9343355,-0.9333479,8.342715684944587e-05,0.006651694637207622,Spp1+
SAP30,-3.9908485,-1.6124042,6.583733708344723e-05,0.005412502444661352,Spp1+
HSPE1,-4.0222087,-0.525219,5.765490168529645e-05,0.004850051002817176,Spp1+
FKBP5,-4.110778,-1.1732607,3.9432850550594255e-05,0.003543813134264275,Spp1+
IGHA2,-4.213903,-1.3390012,2.5099495394553072e-05,0.002485780066936112,Spp1+
IGLC2,-4.216686,-0.79325986,2.4791883298415514e-05,0.0024738879961708556,Spp1+
MAFB,-4.381729,-0.71305394,1.1774103380088228e-05,0.0012619222356036782,Spp1+
RPS17,-4.4829817,-0.6072543,7.3607285306776895e-06,0.0008452569929394881,Spp1+
CEBPD,-4.7717004,-0.67918277,1.8267711072153225e-06,0.00026698536515453033,Spp1+
SLC40A1,-6.158942,-1.1270359,7.323250783124758e-10,2.2544705442772793e-07,Spp1+
JCHAIN,-6.4033494,-1.8881681,1.5200455979916527e-10,5.36427798959542e-08,Spp1+
PDK4,-6.4514604,-2.5972764,1.1077731827047911e-10,4.109838507834775e-08,Spp1+
TXNIP,-6.98052,-1.3481281,2.9409020340435463e-12,1.5759967233546694e-09,Spp1+
TSC22D3,-7.0033174,-1.1176513,2.499715121039927e-12,1.3910914648587194e-09,Spp1+
IGKC,-7.1907306,-0.7821604,6.444557977370885e-13,4.0541873641121446e-10,Spp1+
RPS29,-7.3481746,-0.5229617,2.0093198426899557e-13,1.3844213716133794e-10,Spp1+
IGHA1,-7.382853,-1.10032,1.54933145589745e-13,1.1208638417690102e-10,Spp1+
HLA-DQA1,-7.4883866,-0.56225586,6.972545963406122e-14,6.305360471532699e-11,Spp1+
RPS26,-14.651717,-1.2791578,1.3135430315103848e-48,9.502827061461879e-45,Spp1+
SH3BGRL3,11.38825,1.4287901,4.784990332325464e-30,6.923402511841715e-26,Mast cells
CAPG,10.230204,1.428979,1.4521305135476655e-24,7.00362546684039e-21,Mast cells
CLU,10.04839,1.4409409,9.338046948000106e-24,3.3778050322653387e-20,Mast cells
RPL10,9.953413,0.77020574,2.4368061510594892e-23,7.05162963993595e-20,Mast cells
RPL28,9.932156,0.8488604,3.0166209800362053e-23,7.274581493357309e-20,Mast cells
TIMP1,9.689058,1.4222087,3.3560759694398563e-22,6.937009028832183e-19,Mast cells
IFITM2,9.613755,1.6222126,6.995037440505088e-22,1.1245688525185348e-18,Mast cells
FTL,9.600187,0.97869253,7.979961769182549e-22,1.1546206683830231e-18,Mast cells
GAPDH,9.534833,1.2144245,1.5012653664016033e-21,1.9747098714967997e-18,Mast cells
S100A4,9.214397,1.1635919,3.1303149391337697e-20,3.4840405272558854e-17,Mast cells
LTC4S,9.074419,1.2836004,1.1428586676827818e-19,1.181144433050155e-16,Mast cells
RPL7A,9.004542,0.88899,2.165669598773508e-19,1.8432396132149346e-16,Mast cells
SSR4,8.964517,1.4102659,3.1164584782999274e-19,2.5051132068067584e-16,Mast cells
TPSAB1,8.957506,0.84022236,3.321046823271179e-19,2.5290645518900363e-16,Mast cells
FCER1G,8.636844,0.9824742,5.778722485249597e-18,3.9815397923369725e-15,Mast cells
RPS3,8.616944,0.8377483,6.876478886535365e-18,4.522535136785463e-15,Mast cells
CLIC1,8.548199,1.0392004,1.2502474824259565e-17,7.865143836183115e-15,Mast cells
RPL19,8.518122,0.80697095,1.6216114959748784e-17,9.776290306358548e-15,Mast cells
RPS8,8.49483,0.77036965,1.982227629836893e-17,1.1472340630444001e-14,Mast cells
RPL8,8.266658,1.04404,1.3776646934819605e-16,7.66670401922711e-14,Mast cells
RPS19,8.253994,0.90860647,1.5318664748364466e-16,8.209102231262425e-14,Mast cells
FXYD5,8.211254,1.1008816,2.188894638317051e-16,1.09210746626929e-13,Mast cells
RPL5,8.183213,0.8704177,2.76372902857606e-16,1.2899482359505488e-13,Mast cells
PPDPF,8.156529,1.318971,3.447887843849619e-16,1.5589840378956294e-13,Mast cells
PPIB,8.11786,1.3619618,4.744759116621095e-16,2.080361201769413e-13,Mast cells
RPL29,8.0387125,0.8108721,9.0787642738922e-16,3.863548243498419e-13,Mast cells
NSMCE1,8.016777,1.6684386,1.0855614437285128e-15,4.487711008373672e-13,Mast cells
RPL14,7.873632,0.8916143,3.4449080405990793e-15,1.38456595665078e-12,Mast cells
RPLP1,7.8410683,0.7058651,4.46728788618697e-15,1.7469510385199803e-12,Mast cells
MYL6,7.7999115,0.908513,6.195057794307837e-15,2.3588497691010552e-12,Mast cells
PFN1,7.754006,1.1334964,8.90382721979259e-15,3.261153853737187e-12,Mast cells
TYROBP,7.7447343,1.0179868,9.578202051486244e-15,3.3801708654379135e-12,Mast cells
TMSB4X,7.6465907,0.7654616,2.063777705677583e-14,7.109714196059274e-12,Mast cells
CYBA,7.5237985,1.2204661,5.320733095286803e-14,1.7903648175745294e-11,Mast cells
TMEM176B,7.4810586,1.6643268,7.37262777436293e-14,2.4244216197103917e-11,Mast cells
SERF2,7.4389973,0.93665606,1.0145249298254239e-13,3.191122002096535e-11,Mast cells
ARPC3,7.2906513,0.9494275,3.0845991785551073e-13,9.298138648857052e-11,Mast cells
RPL11,7.263515,0.68757325,3.7715860464416615e-13,1.1136954797135592e-10,Mast cells
CPA3,7.2558265,0.68505245,3.9921700517333283e-13,1.1552541695705905e-10,Mast cells
DRAP1,7.250851,1.2576869,4.1416008455529354e-13,1.1749965222412827e-10,Mast cells
RPS9,7.2300467,0.7697452,4.828278172520256e-13,1.3434684015037613e-10,Mast cells
EEF1D,7.185724,0.9599154,6.685200812717482e-13,1.7912624177631345e-10,Mast cells
LAPTM5,7.1816535,1.0425798,6.887331591040658e-13,1.8118691052866779e-10,Mast cells
ARHGDIB,7.159492,0.9444241,8.09765388244389e-13,2.09223132187644e-10,Mast cells
RPS4X,7.0970783,0.70930314,1.2742188648921885e-12,3.1787366820905303e-10,Mast cells
RPL18,7.0373783,0.7595582,1.9589068638190982e-12,4.803970069931955e-10,Mast cells
RPS7,7.006171,0.68917835,2.449280469567208e-12,5.906439852361322e-10,Mast cells
ALOX5AP,6.950994,0.8820838,3.6272156899981694e-12,8.464868357836051e-10,Mast cells
S100A11,6.9455667,1.0066454,3.76944311480525e-12,8.657154353669391e-10,Mast cells
GSTP1,6.923405,1.1637851,4.409142396095999e-12,9.968106457673908e-10,Mast cells
CD99,6.794281,1.1247479,1.0885397938282937e-11,2.3161885701325856e-09,Mast cells
MT2A,6.7816176,1.582515,1.1883784131305016e-11,2.475680680908632e-09,Mast cells
NACA,6.7804866,0.7179252,1.1977168267579254e-11,2.475680680908632e-09,Mast cells
RHOA,6.617668,1.0862222,3.6490889849325205e-11,7.232694318217621e-09,Mast cells
TMSB10,6.5869136,0.7058577,4.4906342505072215e-11,8.780403644674188e-09,Mast cells
RPL15,6.520203,0.5945169,7.021219271739588e-11,1.3545336219040013e-08,Mast cells
RPL6,6.5041475,0.73238605,7.81351933821103e-11,1.4875501487444131e-08,Mast cells
CST3,6.4677396,0.9517453,9.947980412263217e-11,1.8693159556498246e-08,Mast cells
CD63,6.443317,0.74030036,1.1689041431405826e-10,2.1683171855257807e-08,Mast cells
S100A6,6.4317837,0.7256027,1.2611509698421575e-10,2.309821947170402e-08,Mast cells
RPL13,6.3634906,0.58190495,1.9721971257580855e-10,3.5669650265742176e-08,Mast cells
VAMP8,6.3067303,1.0505179,2.849922301919627e-10,5.090805652651245e-08,Mast cells
COX6A1,6.2877345,1.0699656,3.2213205771444225e-10,5.615576798879837e-08,Mast cells
RPS15,6.221024,0.5818625,4.939199460332808e-10,8.214399654201769e-08,Mast cells
CD82,6.218763,1.0366833,5.010900121337881e-10,8.238944756322477e-08,Mast cells
RHBDD2,6.2065516,1.5492274,5.415989527727557e-10,8.804938480526968e-08,Mast cells
SSR2,6.2029333,1.0505649,5.542034641749004e-10,8.909744359051816e-08,Mast cells
TPI1,6.1450424,0.9372843,7.994224226373089e-10,1.271081651993321e-07,Mast cells
PSMD8,6.125368,1.4501342,9.047406517420622e-10,1.4229013576147717e-07,Mast cells
LGALS1,6.123559,1.3225174,9.15078147912932e-10,1.4236844862529262e-07,Mast cells
NUCB1,6.116775,1.6024829,9.5487960814659e-10,1.4698035159864904e-07,Mast cells
CD37,6.1041117,0.8620076,1.0337412785992824e-09,1.574442374742423e-07,Mast cells
RPS14,6.053231,0.586822,1.4196933798453853e-09,2.1397441159357167e-07,Mast cells
GMFG,6.0267725,1.2447635,1.6726601051130171e-09,2.4950225835959015e-07,Mast cells
RPL36AL,5.9969225,0.814376,2.010918360244732e-09,2.9299170993317814e-07,Mast cells
EMP3,5.995792,0.95026815,2.0249617107829024e-09,2.9299170993317814e-07,Mast cells
CTSW,5.992626,1.7849104,2.0647933209139748e-09,2.95796975844597e-07,Mast cells
RPL3,5.9351873,0.56650573,2.9351031485862285e-09,4.163530142832759e-07,Mast cells
RPS12,5.925237,0.53938645,3.118468646737985e-09,4.380691538801156e-07,Mast cells
RPSA,5.8793316,0.6607786,4.119267895287636e-09,5.730931459318924e-07,Mast cells
PARK7,5.8646326,1.1225848,4.501283615607853e-09,6.202768822307621e-07,Mast cells
COX4I1,5.840436,0.776751,5.2064408492995496e-09,7.106791759293886e-07,Mast cells
DPP7,5.833878,1.4422494,5.4153739287151855e-09,7.255096793942595e-07,Mast cells
SPCS1,5.814204,0.93204725,6.092306481104056e-09,8.057039821967828e-07,Mast cells
ACP5,5.8132997,1.8761029,6.1253326450788655e-09,8.057039821967828e-07,Mast cells
HLA-C,5.796339,0.8425459,6.77780936363486e-09,8.834966097516467e-07,Mast cells
C1orf162,5.705206,1.337566,1.1620240038838116e-08,1.4879048948845018e-06,Mast cells
TAGLN2,5.696839,0.7970794,1.220490567614024e-08,1.5417089735653147e-06,Mast cells
GABARAP,5.670833,1.1846577,1.4210462067361527e-08,1.772510134936672e-06,Mast cells
TNFSF10,5.653873,1.0676823,1.5687210799242744e-08,1.939985068839686e-06,Mast cells
GPX4,5.640983,0.7724449,1.6908182522775394e-08,2.0732584145935357e-06,Mast cells
EIF3K,5.5849013,0.78930014,2.3383297205465127e-08,2.8194410605489573e-06,Mast cells
PDIA3,5.5439706,0.9537794,2.9568861199350472e-08,3.506818464700016e-06,Mast cells
TALDO1,5.52995,1.0953298,3.203219792281883e-08,3.768080258091591e-06,Mast cells
IFITM1,5.5211306,2.16327,3.368250811995843e-08,3.898817679901428e-06,Mast cells
ARL6IP4,5.498743,0.9966276,3.8250777823012636e-08,4.392464320009284e-06,Mast cells
SLC25A6,5.4971604,0.93719697,3.859560255593028e-08,4.39716356993508e-06,Mast cells
FTH1,5.476808,0.5436637,4.330669181040911e-08,4.8016053104357695e-06,Mast cells
ATP6V1F,5.4428873,0.8491009,5.242379497171738e-08,5.746362798831657e-06,Mast cells
TMEM176A,5.439495,1.6154605,5.3431712618615127e-08,5.81280789382513e-06,Mast cells
HPGDS,5.4232135,0.6574587,5.853701561432832e-08,6.320687156147138e-06,Mast cells
FKBP2,5.4080625,1.1100478,6.37102645099458e-08,6.828324571810412e-06,Mast cells
C9orf16,5.392233,1.0427858,6.958756089521134e-08,7.342167713830498e-06,Mast cells
RHOG,5.391102,0.9938292,7.002689505208437e-08,7.342167713830498e-06,Mast cells
GNG5,5.354694,0.9343728,8.5701322621483e-08,8.857231692930268e-06,Mast cells
RBM3,5.3408995,1.1466423,9.248643841709043e-08,9.423847024344235e-06,Mast cells
ABRACL,5.3384123,1.0999001,9.376411586417967e-08,9.48722372334836e-06,Mast cells
EDF1,5.328688,0.79237527,9.892461591063881e-08,9.939862969521063e-06,Mast cells
TSPO,5.3234873,1.0237663,1.0179666044090666e-07,1.0157902620134334e-05,Mast cells
SARAF,5.3110495,0.7922187,1.0899565757777635e-07,1.0801768284197575e-05,Mast cells
HCST,5.303135,1.3076565,1.1383079383621668e-07,1.1204202421879043e-05,Mast cells
IFITM3,5.291828,0.9722192,1.21099779848311e-07,1.1839139963683863e-05,Mast cells
BSG,5.2814255,1.2984743,1.281824820217976e-07,1.2447465317942212e-05,Mast cells
ATP6V0E1,5.254515,0.76782084,1.484147333105282e-07,1.422127666403995e-05,Mast cells
TPM4,5.1538844,1.0754353,2.5514512215993426e-07,2.3513979442879547e-05,Mast cells
ACTB,5.1493616,0.5839367,2.6137432122487324e-07,2.378506323146346e-05,Mast cells
CD52,5.1387334,1.022555,2.765965841229367e-07,2.501297484796732e-05,Mast cells
RGS10,5.103682,0.7793414,3.33107620979659e-07,2.9751445481201766e-05,Mast cells
BRK1,5.050088,0.843216,4.4160727852811993e-07,3.920009639891636e-05,Mast cells
RPS5,5.0466957,0.543253,4.495165596026301e-07,3.965887256640521e-05,Mast cells
SEC61B,5.0249867,0.74972093,5.034679244280714e-07,4.4149559991210704e-05,Mast cells
SMYD3,4.971166,0.99021834,6.655145497502354e-07,5.697828414400092e-05,Mast cells
GSTK1,4.91825,1.1389903,8.732137925086637e-07,7.388614247840851e-05,Mast cells
MTRNR2L12,4.865786,2.281607,1.1400271638421583e-06,9.425744590646966e-05,Mast cells
PSMB8,4.8567405,1.2035804,1.1933369359254283e-06,9.810450071536944e-05,Mast cells
BST2,4.8519917,0.743328,1.2222765642589395e-06,9.991592999018415e-05,Mast cells
MDH2,4.7852817,1.3217359,1.7074787579648939e-06,0.00013725283416107805,Mast cells
DDOST,4.7653813,1.3019842,1.8849672043267237e-06,0.0001506828203281954,Mast cells
HLA-E,4.744803,0.660553,2.0870937660434227e-06,0.0001650172661250398,Mast cells
CCNI,4.7357574,0.59384334,2.182384107447698e-06,0.00017161367201446056,Mast cells
SIGLEC6,4.7140484,2.0642388,2.4284297868517325e-06,0.00018890833648364363,Mast cells
GPSM3,4.703872,1.2658149,2.5527305989812393e-06,0.00019751582372545216,Mast cells
NDUFAF3,4.6907563,1.116543,2.7219705662134588e-06,0.0002094903836305454,Mast cells
MYDGF,4.6896257,1.2184168,2.737054010320018e-06,0.0002095366903456103,Mast cells
CNRIP1,4.6817107,0.90376043,2.8449064208297756e-06,0.0002155128324763666,Mast cells
PSMB3,4.6801276,1.1211644,2.8669608547584595e-06,0.00021605237816406327,Mast cells
SUMO2,4.664298,0.63486457,3.096719520134473e-06,0.00023215769293692066,Mast cells
TMED9,4.662037,1.5072324,3.1309503862153767e-06,0.00023351402648531076,Mast cells
ITM2A,4.6380663,0.9618582,3.5168382433745163e-06,0.00025830016519485215,Mast cells
KDELR1,4.6244984,1.2050635,3.7550637618783003e-06,0.00027302521392269914,Mast cells
PKM,4.6183925,0.9370885,3.867242578709909e-06,0.0002797756643567684,Mast cells
RNH1,4.6152267,1.2510372,3.926666976370751e-06,0.00028126210139162573,Mast cells
CFL1,4.6057286,0.6324683,4.1102372634140545e-06,0.00029296070425782246,Mast cells
ATRAID,4.5984926,1.100441,4.255591381664676e-06,0.0003018340769671872,Mast cells
PLP2,4.589221,1.2741024,4.4490355298811545e-06,0.00031249075282451666,Mast cells
TRAPPC1,4.579497,1.1352631,4.660955757011251e-06,0.00032579405240674297,Mast cells
FHL3,4.5779138,2.0450358,4.6963569141096635e-06,0.00032669032783775345,Mast cells
ARL6IP5,4.5634413,0.7301922,5.032189882962453e-06,0.00034837682017504183,Mast cells
ARF5,4.5555263,1.3483833,5.225453941975772e-06,0.0003583274553860068,Mast cells
C19orf53,4.5460286,0.94947475,5.4667584389113356e-06,0.00037310626345569867,Mast cells
HIGD2A,4.5308776,0.8719368,5.873918300041763e-06,0.00039885237310135894,Mast cells
SNX3,4.527938,0.7273056,5.956211934509792e-06,0.00040083921153684734,Mast cells
UQCRH,4.5175357,0.6055894,6.256355249640659e-06,0.0004190889079030125,Mast cells
ARPC2,4.4908514,0.6859611,7.093906049360475e-06,0.0004730033485170356,Mast cells
CALM3,4.4673333,0.8077606,7.920076304447783e-06,0.0005256678167387843,Mast cells
CIRBP,4.4580617,0.66418546,8.270418539954434e-06,0.0005462297717480913,Mast cells
CNBP,4.457157,0.70857805,8.30538045369964e-06,0.0005462297717480913,Mast cells
DDAH2,4.441101,1.0964378,8.94996834367936e-06,0.0005859596921479486,Mast cells
ZNF428,4.429116,1.4242235,9.462013977715448e-06,0.000616693154250292,Mast cells
ACTG1,4.4202967,0.64818615,9.856551065635224e-06,0.0006366715953958753,Mast cells
NOP10,4.4189396,0.9146956,9.918626634449985e-06,0.000637833816772697,Mast cells
